Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Type_L,Type_M,Temp_diff,Power,Wear_per_speed
302.1,311.2,1460,46.9,198,0,True,False,9.099999999999966,68474.0,0.13552361396303902
302.1,311.3,1758,24.4,200,0,True,False,9.199999999999989,42895.2,0.1137009664582149
302.1,311.3,1521,31.5,202,0,True,False,9.199999999999989,47911.5,0.13272010512483573
302.1,311.3,1511,45.0,204,0,False,True,9.199999999999989,67995.0,0.1349206349206349
302.2,311.3,1530,37.3,207,1,True,False,9.100000000000023,57068.99999999999,0.13520574787720444
302.1,311.2,1454,46.8,0,0,True,False,9.099999999999966,68047.2,0.0
302.2,311.2,1928,23.1,2,0,True,False,9.0,44536.8,0.0010368066355624676
302.2,311.3,1758,26.4,4,0,False,False,9.100000000000023,46411.2,0.0022740193291642978
302.2,311.2,1649,33.2,9,0,True,False,9.0,54746.8,0.005454545454545455
302.1,311.2,1447,50.3,11,0,True,False,9.099999999999966,72784.09999999999,0.007596685082872928
302.1,311.2,1417,48.0,13,0,True,False,9.099999999999966,68016.0,0.009167842031029619
302.0,311.2,1434,44.9,15,0,True,False,9.199999999999989,64386.6,0.010452961672473868
302.0,311.2,1418,49.5,17,0,False,True,9.199999999999989,70191.0,0.011980267794221282
302.0,311.2,1400,49.5,20,0,False,True,9.199999999999989,69300.0,0.014275517487508922
302.0,311.3,1725,27.7,23,0,False,True,9.300000000000011,47782.5,0.013325608342989572
302.0,311.3,1567,41.1,26,0,True,False,9.300000000000011,64403.700000000004,0.016581632653061226
302.1,311.3,1497,38.4,28,0,False,True,9.199999999999989,57484.799999999996,0.018691588785046728
302.1,311.4,1549,44.6,31,0,True,False,9.299999999999955,69085.40000000001,0.02
302.2,311.4,1754,26.9,33,0,True,False,9.199999999999989,47182.6,0.018803418803418803
302.2,311.5,1489,38.3,35,0,True,False,9.300000000000011,57028.7,0.02348993288590604
302.2,311.5,1543,38.5,37,0,True,False,9.300000000000011,59405.5,0.023963730569948185
302.3,311.5,1543,33.1,39,0,True,False,9.199999999999989,51073.3,0.025259067357512953
302.3,311.5,1565,35.6,41,0,True,False,9.199999999999989,55714.0,0.026181353767560665
302.3,311.4,1855,23.9,43,0,False,True,9.099999999999966,44334.5,0.023168103448275863
302.4,311.4,1475,45.2,46,0,False,True,9.0,66670.0,0.03116531165311653
302.3,311.4,1609,32.3,49,0,True,False,9.099999999999966,51970.7,0.030434782608695653
302.3,311.4,1443,44.1,51,0,False,False,9.099999999999966,63636.3,0.035318559556786706
302.4,311.4,1450,44.1,56,0,True,False,9.0,63945.0,0.03859407305306685
302.4,311.5,1590,39.9,58,0,True,False,9.100000000000023,63441.0,0.036455059710873663
302.4,311.4,1508,41.2,60,0,False,True,9.0,62129.600000000006,0.039761431411530816
302.2,311.2,1544,43.6,63,0,False,True,9.0,67318.40000000001,0.040776699029126215
302.2,311.2,1451,41.8,66,0,True,False,9.0,60651.799999999996,0.045454545454545456
302.3,311.2,1758,24.4,68,0,True,False,8.899999999999977,42895.2,0.038658328595793066
302.3,311.2,1507,47.7,70,0,False,True,8.899999999999977,71883.90000000001,0.046419098143236075
302.3,311.1,1543,37.5,73,0,False,False,8.800000000000011,57862.5,0.04727979274611399
302.3,311.2,1505,36.7,78,0,False,True,8.899999999999977,55233.50000000001,0.05179282868525897
302.3,311.2,1786,24.3,81,0,True,False,8.899999999999977,43399.8,0.045327364297705654
302.3,311.3,1457,44.5,83,0,True,False,9.0,64836.5,0.05692729766803841
302.4,311.3,1312,61.5,85,0,False,True,8.900000000000034,80688.0,0.06473724295506474
302.3,311.2,1405,47.7,88,0,False,True,8.899999999999977,67018.5,0.06258890469416785
302.2,311.2,1377,43.0,91,0,False,True,9.0,59211.0,0.0660377358490566
302.2,311.2,1347,49.8,94,0,False,True,9.0,67080.59999999999,0.06973293768545995
302.2,311.1,1470,39.6,97,0,True,False,8.900000000000034,58212.0,0.06594153636981645
302.2,311.2,1873,24.0,99,0,False,True,9.0,44952.0,0.0528281750266809
302.2,311.1,1434,58.6,102,0,False,True,8.900000000000034,84032.40000000001,0.0710801393728223
302.2,311.1,1628,30.6,105,0,False,False,8.900000000000034,49816.8,0.06445672191528545
302.2,311.1,1351,48.6,110,0,True,False,8.900000000000034,65658.6,0.08136094674556213
302.3,311.2,1454,43.8,112,0,False,True,8.899999999999977,63685.2,0.07697594501718213
302.2,311.2,1663,29.6,115,0,False,True,9.0,49224.8,0.06911057692307693
302.3,311.2,1401,49.7,118,0,True,False,8.899999999999977,69629.7,0.08416547788873038
302.4,311.3,1503,38.2,120,0,True,False,8.900000000000034,57414.600000000006,0.0797872340425532
302.4,311.4,1564,35.0,122,0,True,False,9.0,54740.0,0.07795527156549521
302.5,311.4,1759,24.6,124,0,True,False,8.899999999999977,43271.4,0.07045454545454545
302.5,311.4,1409,53.1,126,0,True,False,8.899999999999977,74817.90000000001,0.08936170212765958
302.6,311.4,1738,25.8,128,0,True,False,8.799999999999955,44840.4,0.07360552041403105
302.5,311.3,1393,47.5,130,0,False,False,8.800000000000011,66167.5,0.09325681492109039
302.5,311.1,1499,38.8,135,0,True,False,8.600000000000023,58161.2,0.09
302.5,311.1,1493,39.0,137,0,True,False,8.600000000000023,58227.0,0.09170013386880857
302.4,311.1,1652,33.9,139,0,True,False,8.700000000000045,56002.799999999996,0.08408953418027829
302.3,311.1,1589,29.9,141,0,True,False,8.800000000000011,47511.1,0.08867924528301886
302.4,311.1,1520,42.2,143,0,True,False,8.700000000000045,64144.00000000001,0.09401709401709402
302.3,311.1,1455,40.3,145,0,False,False,8.800000000000011,58636.49999999999,0.09958791208791208
302.2,311.0,1463,46.8,150,0,True,False,8.800000000000011,68468.4,0.10245901639344263
302.3,311.0,1442,43.7,152,0,True,False,8.699999999999989,63015.4,0.10533610533610534
302.3,311.0,1329,51.5,154,0,True,False,8.699999999999989,68443.5,0.11578947368421053
302.3,311.1,1546,33.1,156,0,True,False,8.800000000000011,51172.600000000006,0.10084033613445378
302.2,311.1,1516,33.7,158,0,False,True,8.900000000000034,51089.200000000004,0.1041529334212261
302.2,311.0,1476,47.4,161,0,False,True,8.800000000000011,69962.4,0.10900473933649289
302.3,311.0,1412,47.0,164,0,True,False,8.699999999999989,66364.0,0.11606510969568294
302.3,310.9,1377,46.8,166,1,True,False,8.599999999999966,64443.6,0.1204644412191582
302.4,311.0,1490,37.1,168,0,False,True,8.600000000000023,55279.0,0.11267605633802817
302.3,311.0,1526,37.7,171,0,False,True,8.699999999999989,57530.200000000004,0.11198428290766209
302.3,311.0,1428,47.9,174,0,True,False,8.699999999999989,68401.2,0.12176347095871239
302.4,311.0,1329,54.6,176,0,True,False,8.600000000000023,72563.40000000001,0.13233082706766916
302.4,311.1,1443,51.8,178,0,False,True,8.700000000000045,74747.4,0.12326869806094183
302.3,311.1,1373,53.0,181,0,True,False,8.800000000000011,72769.0,0.13173216885007277
302.3,311.1,1630,35.6,183,0,True,False,8.800000000000011,58028.0,0.11220110361741263
302.2,311.0,1555,34.2,185,0,True,False,8.800000000000011,53181.00000000001,0.11889460154241645
302.2,311.0,1436,47.0,187,0,False,True,8.800000000000011,67492.0,0.1301322199025748
302.3,311.0,1609,31.0,190,0,True,False,8.699999999999989,49879.0,0.11801242236024845
302.3,311.0,1384,49.7,192,0,False,True,8.699999999999989,68784.8,0.13862815884476534
302.4,311.1,1448,44.8,195,0,True,False,8.700000000000045,64870.399999999994,0.13457556935817805
302.4,311.1,1887,22.4,197,0,False,True,8.700000000000045,42268.799999999996,0.10434322033898305
302.4,311.1,1480,45.7,200,0,False,True,8.700000000000045,67636.0,0.1350438892640108
302.5,311.1,1850,23.3,203,0,False,False,8.600000000000023,43105.0,0.10967044840626688
302.5,311.1,1538,36.8,208,0,True,False,8.600000000000023,56598.399999999994,0.13515269655620532
302.4,311.1,1721,30.1,210,0,False,True,8.700000000000045,51802.100000000006,0.12195121951219512
302.4,311.1,1366,54.4,0,0,False,True,8.700000000000045,74310.4,0.0
302.3,311.0,1657,31.1,3,0,True,False,8.699999999999989,51532.700000000004,0.0018094089264173703
302.4,311.1,1446,42.9,5,0,True,False,8.700000000000045,62033.4,0.0034554250172771253
302.3,310.8,1465,43.8,7,0,True,False,8.5,64166.99999999999,0.0047748976807639835
302.2,310.8,1827,23.8,9,0,True,False,8.600000000000023,43482.6,0.004923413566739606
302.2,310.8,1397,47.6,11,0,False,False,8.600000000000023,66497.2,0.007868383404864092
302.2,310.8,1744,29.7,16,0,True,False,8.600000000000023,51796.799999999996,0.009169054441260744
302.3,310.9,1545,36.7,18,0,True,False,8.599999999999966,56701.50000000001,0.01164294954721863
302.3,310.9,1587,36.6,20,0,True,False,8.599999999999966,58084.200000000004,0.012594458438287154
302.3,310.8,1377,47.3,22,1,True,False,8.5,65132.1,0.015965166908563134
302.3,310.8,1511,48.1,24,0,True,False,8.5,72679.1,0.015873015873015872
302.3,310.8,1650,32.4,26,0,True,False,8.5,53460.0,0.015748031496062992
302.3,310.9,1412,48.9,28,0,True,False,8.599999999999966,69046.8,0.019815994338287332
302.3,311.0,1528,43.1,30,0,True,False,8.699999999999989,65856.8,0.01962066710268149
302.3,310.9,1459,35.0,32,0,True,False,8.599999999999966,51065.0,0.021917808219178082
302.3,310.9,1379,49.3,34,1,True,False,8.599999999999966,67984.7,0.02463768115942029
302.2,310.8,1356,48.3,36,0,False,True,8.600000000000023,65494.799999999996,0.026529108327192335
302.1,310.8,1409,41.3,39,0,False,True,8.699999999999989,58191.7,0.027659574468085105
302.1,310.8,1504,37.5,42,0,False,True,8.699999999999989,56400.0,0.027906976744186046
302.1,310.8,1622,36.8,45,0,True,False,8.699999999999989,59689.6,0.027726432532347505
302.1,310.8,1786,25.7,47,0,True,False,8.699999999999989,45900.2,0.02630106323447118
302.2,310.9,1506,34.0,49,0,True,False,8.699999999999989,51204.0,0.0325149303251493
302.1,310.9,1916,23.1,51,0,False,True,8.799999999999955,44259.600000000006,0.026604068857589983
302.2,310.9,1771,27.6,54,0,False,True,8.699999999999989,48879.600000000006,0.030474040632054177
302.2,310.9,1488,44.2,57,0,False,True,8.699999999999989,65769.6,0.038280725319006045
302.2,310.9,1531,37.5,60,0,True,False,8.699999999999989,57412.5,0.0391644908616188
302.3,310.9,1529,33.4,62,0,True,False,8.599999999999966,51068.6,0.040522875816993466
302.4,311.0,1580,36.5,64,0,False,True,8.600000000000023,57670.0,0.04048070841239722
302.3,310.9,1360,44.0,67,1,False,True,8.599999999999966,59840.0,0.04922850844966936
302.3,311.0,1546,35.5,70,0,False,True,8.699999999999989,54883.0,0.04524886877828054
302.3,310.9,1762,24.5,73,0,False,True,8.599999999999966,43169.0,0.041406693136698806
302.2,310.8,1350,56.6,76,0,True,False,8.600000000000023,76410.0,0.056254626202812734
302.2,310.8,1562,38.1,78,0,False,True,8.600000000000023,59512.200000000004,0.04990403071017274
302.1,310.7,1608,30.3,81,0,False,True,8.599999999999966,48722.4,0.05034182722187694
302.0,310.6,1392,50.0,84,0,True,False,8.600000000000023,69600.0,0.06030150753768844
302.0,310.6,1467,44.9,86,0,True,False,8.600000000000023,65868.3,0.05858310626702997
302.1,310.6,1326,59.1,88,1,False,True,8.5,78366.6,0.06631499623210249
302.2,310.7,1769,24.9,91,0,True,False,8.5,44048.1,0.05141242937853107
302.1,310.6,1459,47.6,93,0,True,False,8.5,69448.40000000001,0.0636986301369863
302.1,310.6,1421,52.0,95,0,False,True,8.5,73892.0,0.06680731364275667
302.1,310.7,1491,42.8,98,0,True,False,8.599999999999966,63814.799999999996,0.06568364611260054
302.2,310.7,1567,36.4,100,0,True,False,8.5,57038.799999999996,0.06377551020408163
302.3,310.8,1421,41.4,102,0,True,False,8.5,58829.4,0.07172995780590717
302.3,310.9,1596,33.5,104,0,True,False,8.599999999999966,53466.0,0.06512210394489668
302.4,311.0,1464,44.2,106,0,False,True,8.600000000000023,64708.8,0.07235494880546076
302.3,310.9,1581,36.1,109,0,False,True,8.599999999999966,57074.100000000006,0.06890012642225031
302.3,310.9,1620,30.3,112,0,True,False,8.599999999999966,49086.0,0.06909315237507711
302.2,310.7,1413,48.9,114,0,False,False,8.5,69095.7,0.08062234794908062
302.3,310.8,1438,43.8,119,0,False,False,8.5,62984.399999999994,0.08269631688672689
302.4,310.9,1469,41.6,124,0,False,True,8.5,61110.4,0.08435374149659863
302.3,310.8,1762,27.8,127,0,False,True,8.5,48983.6,0.07203630175836642
302.3,310.9,1366,48.4,130,1,False,False,8.599999999999966,66114.4,0.09509875640087784
302.3,310.9,1891,22.7,135,0,True,False,8.599999999999966,42925.7,0.07135306553911205
302.3,310.9,1742,29.7,137,0,False,True,8.599999999999966,51737.4,0.07860011474469306
302.2,310.9,1465,43.5,140,0,False,True,8.699999999999989,63727.5,0.09549795361527967
302.3,311.0,1541,36.6,143,0,False,True,8.699999999999989,56400.600000000006,0.0927367055771725
302.3,311.1,1295,57.1,146,0,False,True,8.800000000000011,73944.5,0.11265432098765432
302.3,311.1,1435,43.1,149,0,False,True,8.800000000000011,61848.5,0.10376044568245125
302.4,311.2,1466,43.9,152,0,True,False,8.800000000000011,64357.4,0.10361281526925699
302.4,311.2,1450,47.9,154,0,True,False,8.800000000000011,69455.0,0.10613370089593384
302.4,311.1,1880,24.5,156,0,True,False,8.700000000000045,46060.0,0.08293460925039872
302.3,311.0,1578,33.5,158,0,False,True,8.699999999999989,52863.0,0.10006333122229259
302.4,311.0,1610,33.1,161,0,True,False,8.600000000000023,53291.0,0.09993792675356922
302.4,311.1,1565,42.8,163,0,True,False,8.700000000000045,66982.0,0.1040868454661558
302.5,311.2,1545,40.1,165,0,True,False,8.699999999999989,61954.5,0.10672703751617077
302.5,311.2,1227,60.1,167,0,True,False,8.699999999999989,73742.7,0.13599348534201955
302.4,311.1,1484,45.9,169,0,True,False,8.700000000000045,68115.59999999999,0.11380471380471381
302.3,311.0,1591,32.7,171,0,True,False,8.699999999999989,52025.700000000004,0.10741206030150753
302.3,310.9,1403,47.2,173,0,True,False,8.599999999999966,66221.6,0.12321937321937322
302.3,311.0,1450,45.7,175,0,False,True,8.699999999999989,66265.0,0.1206064782908339
302.3,310.9,1720,28.1,178,0,True,False,8.599999999999966,48332.0,0.10342823939570017
302.3,311.0,1561,37.2,180,0,True,False,8.699999999999989,58069.200000000004,0.11523687580025609
302.3,311.0,1421,41.3,182,0,False,True,8.699999999999989,58687.299999999996,0.1279887482419128
302.2,310.9,1415,48.4,185,0,False,False,8.699999999999989,68486.0,0.1306497175141243
302.3,310.9,2034,19.7,190,0,True,False,8.599999999999966,40069.799999999996,0.09336609336609336
302.4,311.0,1486,40.4,192,0,True,False,8.600000000000023,60034.4,0.12911903160726296
302.4,311.0,1338,67.6,194,1,True,False,8.600000000000023,90448.79999999999,0.14488424197162061
302.4,311.1,1578,32.3,196,0,False,False,8.700000000000045,50969.399999999994,0.12412919569347688
302.4,311.2,1330,58.6,201,0,False,True,8.800000000000011,77938.0,0.15101427498121714
302.4,311.2,1506,40.8,204,0,False,False,8.800000000000011,61444.799999999996,0.1353682813536828
302.5,311.4,1559,37.6,209,0,True,False,8.899999999999977,58618.4,0.13397435897435897
302.6,311.5,1599,37.0,211,0,True,False,8.899999999999977,59163.0,0.131875
302.6,311.5,1427,38.9,213,0,True,False,8.899999999999977,55510.299999999996,0.14915966386554622
302.5,311.5,1481,41.1,215,0,False,True,9.0,60869.1,0.14507422402159245
302.5,311.5,1496,43.8,218,0,False,False,9.0,65524.799999999996,0.14562458249833
302.5,311.4,1674,27.0,223,0,True,False,8.899999999999977,45198.0,0.13313432835820896
302.5,311.4,1629,31.7,225,0,False,True,8.899999999999977,51639.299999999996,0.13803680981595093
302.6,311.5,1629,34.4,228,1,False,False,8.899999999999977,56037.6,0.13987730061349693
302.6,311.6,1311,53.2,0,0,True,False,9.0,69745.2,0.0
302.7,311.6,2709,9.7,2,1,False,True,8.900000000000034,26277.3,0.0007380073800738007
302.7,311.7,1759,29.9,5,0,False,True,9.0,52594.1,0.002840909090909091
302.7,311.7,1480,45.2,8,0,True,False,9.0,66896.0,0.0054017555705604325
302.7,311.8,1461,46.1,10,0,True,False,9.100000000000023,67352.1,0.006839945280437756
302.7,311.8,1728,30.0,12,0,False,True,9.100000000000023,51840.0,0.006940427993059572
302.7,311.9,1389,46.5,15,0,True,False,9.199999999999989,64588.5,0.01079136690647482
302.6,311.8,1638,35.1,17,0,True,False,9.199999999999989,57493.8,0.010372178157413058
302.6,311.7,1254,54.1,19,0,True,False,9.099999999999966,67841.40000000001,0.015139442231075698
302.6,311.8,1427,50.1,21,0,True,False,9.199999999999989,71492.7,0.014705882352941176
302.6,311.8,1627,31.8,23,0,True,False,9.199999999999989,51738.6,0.014127764127764128
302.6,311.7,1471,48.3,25,0,False,False,9.099999999999966,71049.3,0.016983695652173912
302.6,311.7,1773,27.1,30,0,True,False,9.099999999999966,48048.3,0.016910935738444193
302.6,311.7,1430,51.7,32,0,False,True,9.099999999999966,73931.0,0.02236198462613557
302.5,311.6,1595,29.5,35,0,True,False,9.100000000000023,47052.5,0.021929824561403508
302.5,311.5,1521,44.1,37,0,True,False,9.0,67076.1,0.02431011826544021
302.5,311.6,1419,43.7,39,0,True,False,9.100000000000023,62010.3,0.027464788732394368
302.4,311.4,1534,40.1,41,0,False,True,9.0,61513.4,0.026710097719869708
302.5,311.5,1626,36.0,44,0,False,False,9.0,58536.0,0.027043638598647817
302.5,311.5,1677,29.2,49,0,True,False,9.0,48968.4,0.029201430274135878
302.4,311.3,1392,50.5,51,0,True,False,8.900000000000034,70296.0,0.0366116295764537
302.4,311.2,1448,50.5,53,0,True,False,8.800000000000011,73124.0,0.03657694962042788
302.3,311.2,1903,22.9,55,0,True,False,8.899999999999977,43578.7,0.02888655462184874
302.4,311.2,1404,52.0,57,0,True,False,8.800000000000011,73008.0,0.040569395017793594
302.3,311.2,1386,53.5,59,0,True,False,8.899999999999977,74151.0,0.04253785147801009
302.2,311.1,1418,47.0,61,0,True,False,8.900000000000034,66646.0,0.04298801973220578
302.3,311.1,1338,53.3,63,0,False,True,8.800000000000011,71315.4,0.04705003734129948
302.3,311.2,1549,40.6,66,0,True,False,8.899999999999977,62889.4,0.04258064516129032
302.3,311.2,1432,42.7,68,0,False,True,8.899999999999977,61146.4,0.04745289602233078
302.3,311.2,1546,40.0,71,0,False,True,8.899999999999977,61840.0,0.04589528118939883
302.2,311.2,1627,33.2,74,0,False,True,9.0,54016.4,0.045454545454545456
302.2,311.1,1640,32.8,77,0,False,True,8.900000000000034,53791.99999999999,0.04692260816575259
302.1,311.1,1423,36.8,80,0,False,True,9.0,52366.399999999994,0.056179775280898875
302.1,311.0,1711,28.7,83,0,False,True,8.899999999999977,49105.7,0.04848130841121495
302.1,311.1,1450,51.6,86,0,False,True,9.0,74820.0,0.059269469331495524
302.2,311.1,1553,34.1,89,0,False,False,8.900000000000034,52957.3,0.05727155727155727
302.2,311.1,1630,34.6,94,0,True,False,8.900000000000034,56398.0,0.05763335377069283
302.2,311.1,1476,39.6,96,0,False,False,8.900000000000034,58449.6,0.06499661475964794
302.2,311.1,1426,50.6,101,0,False,False,8.900000000000034,72155.6,0.07077785564120533
302.2,311.2,1561,34.9,106,0,False,True,9.0,54478.899999999994,0.0678617157490397
302.3,311.2,1297,62.5,109,0,True,False,8.899999999999977,81062.5,0.0839753466872111
302.3,311.2,1842,23.9,111,0,False,True,8.899999999999977,44023.799999999996,0.060227889310906134
302.3,311.2,1633,36.4,114,0,True,False,8.899999999999977,59441.2,0.06976744186046512
302.3,311.3,1744,30.3,116,0,False,False,9.0,52843.200000000004,0.0664756446991404
302.4,311.4,1831,26.9,121,0,True,False,9.0,49253.899999999994,0.06604803493449782
302.3,311.3,1339,50.8,123,0,False,True,9.0,68021.2,0.09179104477611941
302.4,311.4,1475,40.4,126,0,True,False,9.0,59590.0,0.08536585365853659
302.4,311.4,1675,29.6,128,0,False,True,9.0,49580.0,0.07637231503579953
302.5,311.5,1493,35.1,131,0,True,False,9.0,52404.3,0.08768406961178045
302.5,311.5,1700,29.5,133,0,True,False,9.0,50150.0,0.07818930041152264
302.6,311.6,1453,37.0,135,0,True,False,9.0,53761.0,0.09284731774415406
302.6,311.7,1542,34.1,137,0,True,False,9.099999999999966,52582.200000000004,0.08878807517822424
302.5,311.5,1358,52.7,139,0,False,True,9.0,71566.6,0.10228108903605593
302.5,311.5,1655,32.3,142,0,False,False,9.0,53456.49999999999,0.08574879227053141
302.6,311.5,1885,27.5,147,0,True,False,8.899999999999977,51837.5,0.07794273594909862
302.7,311.5,1494,41.4,149,0,True,False,8.800000000000011,61851.6,0.09966555183946488
302.6,311.4,1757,29.5,151,0,False,True,8.799999999999955,51831.5,0.08589306029579068
302.6,311.4,1718,31.2,154,0,False,True,8.799999999999955,53601.6,0.089586969168121
302.5,311.4,1636,35.0,157,0,False,True,8.899999999999977,57260.0,0.09590714722052535
302.6,311.6,1638,29.6,160,0,True,False,9.0,48484.8,0.09762050030506407
302.6,311.5,1609,36.0,162,0,True,False,8.899999999999977,57924.0,0.10062111801242236
302.7,311.5,1556,35.0,164,0,False,False,8.800000000000011,54460.0,0.10533076429030186
302.6,311.5,1442,59.8,169,1,True,False,8.899999999999977,86231.59999999999,0.11711711711711711
302.7,311.6,1501,38.8,171,0,False,True,8.900000000000034,58238.799999999996,0.11384820239680427
302.6,311.6,2041,19.2,174,0,False,True,9.0,39187.2,0.08521057786483839
302.7,311.7,1784,25.1,177,0,False,True,9.0,44778.4,0.09915966386554621
302.6,311.6,1953,22.4,180,0,True,False,9.0,43747.2,0.09211873080859775
302.6,311.6,1576,34.7,182,0,True,False,9.0,54687.200000000004,0.11540900443880786
302.6,311.6,1518,39.0,184,0,False,True,9.0,59202.0,0.12113232389730086
302.6,311.6,1227,68.2,187,1,False,True,9.0,83681.40000000001,0.15228013029315962
302.5,311.5,1985,18.8,190,0,True,False,9.0,37318.0,0.09566968781470292
302.5,311.5,1802,26.4,192,0,True,False,9.0,47572.799999999996,0.1064891846921797
302.5,311.5,1603,32.4,194,0,True,False,9.0,51937.2,0.12094763092269327
302.5,311.6,1400,54.0,196,0,True,False,9.100000000000023,75600.0,0.13990007137758745
302.3,311.5,1395,54.2,198,0,True,False,9.199999999999989,75609.0,0.14183381088825214
302.2,311.4,1987,19.9,200,0,True,False,9.199999999999989,39541.299999999996,0.1006036217303823
302.2,311.4,1398,47.2,202,0,False,True,9.199999999999989,65985.6,0.14438884917798428
302.3,311.4,1333,66.7,205,1,True,False,9.099999999999966,88911.1,0.15367316341829085
302.2,311.2,1381,49.4,207,0,True,False,9.0,68221.4,0.14978292329956586
302.2,311.3,1570,36.1,0,0,True,False,9.100000000000023,56677.0,0.0
302.2,311.3,1658,31.0,2,0,False,True,9.100000000000023,51398.0,0.0012055455093429777
302.2,311.3,1749,29.2,5,0,False,False,9.100000000000023,51070.799999999996,0.002857142857142857
302.2,311.3,1510,37.1,10,0,False,True,9.100000000000023,56021.0,0.0066181336863004635
302.3,311.5,1384,50.8,13,0,True,False,9.199999999999989,70307.2,0.009386281588447653
302.3,311.4,1570,37.2,15,0,True,False,9.099999999999966,58404.00000000001,0.009548058561425843
302.3,311.4,1571,32.7,17,0,False,True,9.099999999999966,51371.700000000004,0.010814249363867684
302.3,311.4,1476,37.3,20,0,True,False,9.099999999999966,55054.799999999996,0.013540961408259987
302.3,311.4,1484,39.5,22,0,False,True,9.099999999999966,58618.0,0.014814814814814815
302.3,311.4,1909,23.2,25,0,False,True,9.099999999999966,44288.799999999996,0.013089005235602094
302.3,311.5,1448,49.6,28,0,True,False,9.199999999999989,71820.8,0.01932367149758454
302.3,311.4,1500,40.2,30,0,False,True,9.099999999999966,60300.00000000001,0.019986675549633577
302.2,311.4,1510,44.9,33,0,True,False,9.199999999999989,67799.0,0.02183984116479153
302.2,311.3,1378,55.5,35,0,True,False,9.100000000000023,76479.0,0.025380710659898477
302.2,311.4,1538,37.4,37,0,False,True,9.199999999999989,57521.2,0.024041585445094216
302.2,311.4,1390,48.1,40,0,True,False,9.199999999999989,66859.0,0.02875629043853343
302.2,311.4,1642,32.1,42,0,False,True,9.199999999999989,52708.200000000004,0.02556299452221546
302.4,311.5,1785,24.8,45,0,True,False,9.100000000000023,44268.0,0.025195968645016796
302.3,311.5,1526,38.2,47,0,False,False,9.199999999999989,58293.200000000004,0.03077930582842174
302.3,311.6,1668,33.2,52,0,False,True,9.300000000000011,55377.600000000006,0.03115638106650689
302.3,311.5,1507,37.5,55,0,True,False,9.199999999999989,56512.5,0.03647214854111406
302.3,311.5,1530,37.8,57,0,True,False,9.199999999999989,57833.99999999999,0.037230568256041804
302.3,311.4,1479,45.6,59,0,False,True,9.099999999999966,67442.40000000001,0.03986486486486487
302.3,311.4,1418,41.3,62,0,False,True,9.099999999999966,58563.399999999994,0.04369274136715997
302.3,311.4,1504,38.7,65,0,True,False,9.099999999999966,58204.8,0.04318936877076412
302.3,311.4,1345,47.6,67,0,False,True,9.099999999999966,64022.0,0.04977711738484398
302.2,311.4,1625,35.4,70,0,False,False,9.199999999999989,57525.0,0.04305043050430504
302.3,311.4,1511,34.7,75,0,True,False,9.099999999999966,52431.700000000004,0.0496031746031746
302.3,311.4,1535,41.8,77,0,True,False,9.099999999999966,64162.99999999999,0.050130208333333336
302.4,311.5,1505,37.9,79,0,True,False,9.100000000000023,57039.5,0.05245683930942895
302.4,311.5,1540,43.7,81,0,False,False,9.100000000000023,67298.0,0.05256327060350422
302.3,311.4,1372,46.0,86,0,False,False,9.099999999999966,63112.0,0.06263656227239621
302.2,311.3,1510,36.6,91,0,False,True,9.100000000000023,55266.0,0.060225016545334215
302.2,311.3,1382,46.4,94,0,True,False,9.100000000000023,64124.799999999996,0.06796818510484454
302.3,311.3,1439,41.8,96,0,True,False,9.0,60150.2,0.06666666666666667
302.2,311.3,1375,47.0,98,0,False,True,9.100000000000023,64625.0,0.07122093023255814
302.2,311.3,1931,21.9,101,0,False,True,9.100000000000023,42288.899999999994,0.05227743271221532
302.2,311.3,1475,48.6,104,0,True,False,9.100000000000023,71685.0,0.07046070460704607
302.2,311.3,1389,46.9,106,0,True,False,9.100000000000023,65144.1,0.07625899280575539
302.3,311.3,1652,32.8,108,0,True,False,9.0,54185.6,0.06533575317604355
302.3,311.2,1386,50.3,110,0,True,False,8.899999999999977,69715.8,0.07930785868781542
302.2,311.3,1577,29.8,112,0,False,True,9.100000000000023,46994.6,0.07097591888466413
302.3,311.3,1444,43.1,115,0,False,True,9.0,62236.4,0.07958477508650519
302.2,311.3,1554,40.2,118,0,True,False,9.100000000000023,62470.8,0.07588424437299035
302.2,311.3,1602,32.8,120,0,True,False,9.100000000000023,52545.6,0.07485963817841547
302.2,311.2,1692,28.2,122,0,False,False,9.0,47714.4,0.07206142941523921
302.3,311.3,1682,34.4,127,0,True,False,9.0,57860.799999999996,0.0754604872251931
302.3,311.3,1614,34.1,129,0,True,False,9.0,55037.4,0.07987616099071207
302.3,311.3,1324,47.8,131,0,True,False,9.0,63287.2,0.09886792452830188
302.3,311.4,1434,40.3,133,0,True,False,9.099999999999966,57790.2,0.09268292682926829
302.3,311.3,1621,31.6,135,0,True,False,9.0,51223.600000000006,0.08323057953144267
302.3,311.3,1625,33.1,137,0,False,True,9.0,53787.5,0.08425584255842558
302.2,311.1,1394,53.7,140,0,True,False,8.900000000000034,74857.8,0.1003584229390681
302.1,311.0,1586,35.1,142,0,True,False,8.899999999999977,55668.600000000006,0.08947700063011972
302.0,311.0,1420,45.9,144,0,True,False,9.0,65178.0,0.10133708655876143
302.1,311.2,1422,50.3,146,0,True,False,9.099999999999966,71526.59999999999,0.10260014054813774
